110,65,0
110,65,0
110,65,0
110,65,0
110,65,0
0,30,153
0,59,167
0,70,172
0,80,177
0,108,191
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
0,149,211
0,94,184
0,177,225
0,220,248
0,121,197
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
110,65,0
110,65,0
110,65,0
110,65,0
110,65,0
110,65,0
135,0,179
90,0,164
45,0,150
70,0,157
28,0,146
7,0,144
0,4,144
0,21,150
0,13,147
0,45,161
0,37,157
0,71,172
255,255,255
255,255,255
255,255,255
255,255,255
0,25,152
0,3,144
0,16,148
6,0,144
0,6,145
19,0,144
17,0,144
51,0,151
68,0,156
100,0,167
110,0,171
181,0,193
140,0,180
110,0,170
53,0,153
35,0,147
90,0,164
80,0,160
69,0,158
31,0,146
28,0,146
0,4,144
0,5,145
0,28,153
0,25,151
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,0,164
255,0,173
255,0,183
246,0,198
255,0,194
254,0,198
231,0,198
176,0,192
120,0,174
137,0,180
219,0,198
162,0,187
206,0,198
248,0,198
255,0,168
255,0,123
255,0,135
255,0,172
255,0,165
255,0,117
255,0,143
255,0,168
255,0,154
255,0,117
255,0,118
255,0,84
255,0,104
255,0,56
255,0,43
255,0,12
255,0,25
255,0,1
255,24,0
255,43,0
255,16,0
255,32,0
255,62,0
255,32,0
255,76,0
255,82,0
